model,language_code,language,final_rank,voice_id,voice_name,Notice Period,Multiplier
eleven_v4,jpn,Japanese,3,8EkOjt4xTPGMclNlh1pk,"Morioki - Calm, Measured and Muffled",730,
eleven_v4,jpn,Japanese,4,j210dv0vWm7fCknyQpbA,"Hinata - Inviting, Smooth and Measured",730,
eleven_v4,jpn,Japanese,5,sRYzP8TwEiiqAWebdYPJ,"Hatake Kohei - Warm, Smooth and Husky",180,
eleven_v4,jpn,Japanese,6,WQz3clzUdMqvBf0jswZQ,Shizuka - Natural and Soft,730,
eleven_v4,jpn,Japanese,7,4lOQ7A2l7HPuG7UIHiKA,"Kyoko - Warm, Clear and Natural",730,
eleven_v4,jpn,Japanese,8,Mv8AjrYZCBkdsmDHNwcB,"Ishibashi - Inviting, Natural and Smoky",730,
eleven_v4,jpn,Japanese,9,3JDquces8E8bkmvbh6Bc,"Otani - Inviting, Clear and Measured",730,
eleven_v4,jpn,Japanese,10,B8gJV1IhpuegLxdpXFOE,"Kuon - Cheerful, Clear and Steady",730,
eleven_v4,kor,Korean,1,PDoCXqBQFGsvfO0hNkEs,Chris - Warm and Clear,730,
eleven_v4,kor,Korean,2,uyVNoMrnUku1dZyVEXwD,"Anna Kim - Tender, Calm and Clear",730,
eleven_v4,kor,Korean,3,z6Kj0hecH20CdetSElRT,Jennie - Narrational,,
eleven_v4,kor,Korean,4,AW5wrnG1jVizOYY7R1Oo,Jiyoung - Warm and Clear,365,
eleven_v4,kor,Korean,5,jB1Cifc2UQbq1gR3wnb0,Bin - Measured and Serious,730,
eleven_v4,kor,Korean,6,1W00IGEmNmwmsDeYy7ag,"Krys - Cheerful, Clear and Measured",730,
eleven_v4,kor,Korean,7,ksaI0TCD9BstzEzlxj4q,"Seulki - Inviting, Calm and Measured",730,
eleven_v4,kor,Korean,8,4JJwo477JUAx3HV0T7n7,"Yohan Koo - Encouraging, Clear and Airy",730,
eleven_v4,kor,Korean,9,m3gJBS8OofDJfycyA2Ip,"Taehyung - Natural, Friendly and Clear",730,
eleven_v4,kor,Korean,10,ZJCNdZEjYwkOElxugmW2,Hyuk - Cold and Clear,730,
eleven_v4,msa,Malay,1,qAJVXEQ6QgjOQ25KuoU8,"Aisyah - Expressive, Engaging and Clear",730,
eleven_v4,msa,Malay,2,15Y62ZlO8it2f5wduybx,"Shazrina - Calm, Soothing and Gentle",730,
eleven_v4,msa,Malay,3,BeIxObt4dYBRJLYoe1hU,"Athira - Personal, Warm and Encouraging",730,
eleven_v4,msa,Malay,4,UcqZLa941Kkt8ZhEEybf,"Afifah - Friendly, Tender and Calm",730, $0.20
eleven_v4,msa,Malay,5,NHFTLozDZneDWyQjRGAO,"Ashraf - Smooth, Casual and Expressive",730,
eleven_v4,msa,Malay,6,lvNyQwaZPcGFiNUWWiVa,"Johari - Warm, Clear and Friendly",730,
eleven_v4,msa,Malay,7,NpVSXJvYSdIbjOaMbShj,Jawid Iqbal Anwar - News Anchor,730,
eleven_v4,msa,Malay,8,SrWU271vZiNf2mrBhzL5,"Zain - Deep, Reassuring and Warm",730,
eleven_v4,msa,Malay,9,C1gMsiiE7sXAt59fmvYg,"Hasnan - Stoic, Smooth and Clear",180,
eleven_v4,msa,Malay,10,Wc6X61hTD7yucJMheuLN,"Faizal - Calm, Clear and Inviting",730,
eleven_v4,nld,Dutch,1,60CwgZt94Yf7yYIXMDDe,"Peter - Natural, Professional Narrator",730,
eleven_v4,nld,Dutch,2,dLPO5AsXc3FZDbTh1IKa,"Ido - Informal, Friendly Narrator",730,
eleven_v4,nld,Dutch,3,UNBIyLbtFB9k7FKW8wJv,Serge de Beer - Professional Narrator,730,
eleven_v4,nld,Dutch,4,AVIlLDn2TVmdaDycgbo3,Eric Sijbesma - Natural and Authentic,30,
eleven_v4,nld,Dutch,5,fzC7H9Y1bPn3gzVLtghe,"Marcèles - Natural, Clear and Articulate",730,
eleven_v4,nld,Dutch,6,YUdpWWny7k5yb4QCeweX,Ruth - Warm and Dynamic Narrator,730, $0.09
eleven_v4,nld,Dutch,7,yO6w2xlECAQRFP6pX7Hw,Ruth - Friendly Children's Storyteller,730,
eleven_v4,nld,Dutch,8,s7Z6uboUuE4Nd8Q2nye6,Hans Claesen - Professional Narrator,730,
eleven_v4,nld,Dutch,9,ANHrhmaFeVN0QJaa0PhL,"Petra Vlaams - Energetic, Warm and Clear",730,
eleven_v4,nld,Dutch,10,SXBL9NbvTrjsJQYay2kT,"Melanie - Engaging, Authentic Narrator",30,
eleven_v4,nor,Norwegian,1,EpYEY8MWJrUGskHBoNMA,Erik - Clear and Natural,730,
eleven_v4,nor,Norwegian,2,9pRpxWU0T7UFt2oEMH6n,Martin - Clear and Comforting,730,
eleven_v4,nor,Norwegian,3,s2xtA7B2CTXPPlJzch1v,Dennis - Clear and Pleasant,365,
eleven_v4,nor,Norwegian,4,vUmLiNBm6MDcy1NUHaVr,"Helge - Natural, Deep and Calm",730,
eleven_v4,nor,Norwegian,5,4kCDY3HJwvO7Zp3con83,Sebastian - Confident Podcaster,90, $0.02
eleven_v4,nor,Norwegian,6,2dhHLsmg0MVma2t041qT,Johannes - Motivating and Enthusiastic,730,
eleven_v4,nor,Norwegian,7,uNsWM1StCcpydKYOjKyu,Mia Starset- Clear and Friendly,730,
eleven_v4,nor,Norwegian,8,xF681s0UeE04gsf0mVsJ,Olaf - Clear and Natural,30,
eleven_v4,nor,Norwegian,9,BGEU6wFi2uNm6Kje1Yhk,Maja - Calm Audiobook Narrator,730,
eleven_v4,nor,Norwegian,10,b3jcIbyC3BSnaRu8avEk,Emma - Shy and Friendly,,
eleven_v4,pol,Polish,1,H5xTcsAIeS5RAykjz57a,Alex - Warm Storyteller,730,
eleven_v4,pol,Polish,2,xAVsdcJvD1uegu8lFEE2,"Daniel - Calm, Stoic, and Friendly",730,
eleven_v4,pol,Polish,3,N0GCuK2B0qwWozQNTS8F,Magdalena - Mighty and Calm Wordsmith,730,
eleven_v4,pol,Polish,4,o2xdfKUpc1Bwq7RchZuW,"Piotr - Engaging, Reassuring Storyteller",730,
eleven_v4,pol,Polish,5,h83JI5fjWWu9AOKOVRYh,"Wojciech - Rich, Intimate Storyteller",730,
eleven_v4,pol,Polish,6,g8ZOdhoD9R6eYKPTjKbE,Tomasz - Deep and Raspy,730,
eleven_v4,pol,Polish,7,xsSg7GkDPDhaGZpbKOLn,Tomasz Z - Expressive and Deep,730,
eleven_v4,pol,Polish,8,hIssydxXZ1WuDorjx6Ic,"Adam - Serious, Rich, and Smoky",730,
eleven_v4,pol,Polish,9,zzBTsLBFM6AOJtkr1e9b,"Pawel - Optimistic, Silky and Clear",730,
eleven_v4,pol,Polish,10,JxVKcxm9wtnCYEs8V00p,"Bruno Siak - Low, Expressive, Serious",730,
eleven_v4,por,Portuguese,1,CstacWqMhJQlnfLPxRG4,"Will - Deep, Smooth and Affectionate",730,
eleven_v4,por,Portuguese,2,33B4UnXyTNbgLmdEDh5P,"Keren - Sweet, Vibrant and Rhythmic",730,
eleven_v4,por,Portuguese,3,r2fkFV8WAqXq2AqBpgJT,"Amandoca - Fun, Breathy and Vibrant",730,
eleven_v4,por,Portuguese,4,36rVQA1AOIPwpA3Hg1tC,Matheus - Friendly and Energetic,730,
eleven_v4,por,Portuguese,5,MZxV5lN3cv7hi1376O0m,"Ana Dias - Engaging, Smooth and Forceful",730,
eleven_v4,por,Portuguese,6,NGS0ZsC7j4t4dCWbPdgO,Dhyogo Azevedo - Energetic and Confident,730,
eleven_v4,por,Portuguese,7,9pDzHy2OpOgeXM8SeL0t,"Borges - Slow, Calm and Confident",730,
eleven_v4,por,Portuguese,8,WFSxKvz27RguNRD3Phoq,Wesley Bessa - Diplomatic and Cold,730,
eleven_v4,por,Portuguese,9,tS45q0QcrDHqHoaWdCDR,"Lax - Funny, Sarcastic and Smooth",730,
eleven_v4,por,Portuguese,10,rpNe0HOx7heUulPiOEaG,Diego - Confident Announcer,730,
eleven_v4,ron,Romanian,1,urzoE6aZYmSRdFQ6215h,Ana Maria - Optimistic and Friendly,730,
eleven_v4,ron,Romanian,2,3z9q8Y7plHbvhDZehEII,"Antonia - Mellow, Warm and Cute",,
eleven_v4,ron,Romanian,3,gbLy9ep70G3JW53cTzFC,"Corina Ioana - Clear, Friendly and Calm",730,
eleven_v4,ron,Romanian,4,xb0RCfp97gx711PCjTKw,"Kuki - Calm, Serene Narrator",730,
eleven_v4,ron,Romanian,5,8nBBDfYxYXmDNaqTCxPH,Serban Popescu - Professional Narrator,730,
eleven_v4,ron,Romanian,6,am5XuPVtut7uKJQKMja2,"Mike L - Soft, Clear and Charming",730,
eleven_v4,ron,Romanian,7,Q1khAM9K4Mi6p5TK0ueC,Liviu Mihai - Confident and Excited,730,
eleven_v4,ron,Romanian,8,OlBp4oyr3FBAGEAtJOnU,"Jora Slobod - Calm, Deep and Reassuring",730,
eleven_v4,ron,Romanian,9,5asM3ZxsegvXfXI5vqKQ,Bogdan - Melancholic and Smooth,730,
eleven_v4,ron,Romanian,10,S98OhkhaxeAKHEbhoLi7,Andrei - Sophisticated and Empathetic,730,
eleven_v4,rus,Russian,1,kwajW3Xh5svCeKU5ky2S,Dmitry - Clear and Energetic,730,
eleven_v4,rus,Russian,2,ogi2DyUAKJb7CEdqqvlU,"Stanislav - Deep, Empathetic and Warm",730,
eleven_v4,rus,Russian,3,oKxkBkm5a8Bmrd1Whf2c,"Prince Nur - Smooth, Rich and Engaging",730,
eleven_v4,rus,Russian,4,TUQNWEvVPBLzMBSVDPUA,Alex Bell - Deep and Confident,730,
eleven_v4,rus,Russian,5,txnCCHHGKmYIwrn7HfHQ,Alexandr Vlasov - Vibrant and Energetic,730,
eleven_v4,rus,Russian,6,rQOBu7YxCDxGiFdTm28w,Artem Lebedev - Captivating and Engaging,730,
eleven_v4,rus,Russian,7,gJEfHTTiifXEDmO687lC,"Prince Nur - Deep, Rich and Balanced",730,
eleven_v4,rus,Russian,8,ymDCYd8puC7gYjxIamPt,"Marina - Soft, Clear and Warm",730,
eleven_v4,rus,Russian,9,0BcDz9UPwL3MpsnTeUlO,"Denis - Pleasant, Engaging and Friendly",730,
eleven_v4,rus,Russian,10,3EuKHIEZbSzrHGNmdYsx,"Nikolay - Confident, Clear and Engaging",730,
eleven_v4,slk,Slovak,1,9Nd358gE1qQp0pDh8FgP,Julia - Young & Airy,730,
eleven_v4,slk,Slovak,2,bYqmvVkXUBwLwYpGHGz3,Andrej - Balanced and Airy,730,
eleven_v4,slk,Slovak,3,p3wIsFxr8jwlbV96oUnD,Peter,730,
eleven_v4,slk,Slovak,4,DXwrzy2wtKORwDTbsMwk,Jaro,730,
eleven_v4,slk,Slovak,5,3K1lqsxxXFiTAXCO09Zv,Ingrid - Steady Storyteller,730, $0.20
eleven_v4,slk,Slovak,6,2ST3sI2j7fz4A5oXjnbA,Adam - Young and Energetic,,
eleven_v4,slk,Slovak,7,GsFe19Xn8iGqNR2RxINi,Jolana,730,
eleven_v4,slk,Slovak,8,5TUD5nYN251MvBggIfLu,"Alex - Pleasant, Warm and Trustworthy",180,
eleven_v4,slk,Slovak,9,Zai7B4Aol2bJtneyq0L1,"Luki Zajo - Lively, Deep and Focused",730,
eleven_v4,slk,Slovak,10,d6IbhdqAKkXCCVuJjbie,"Peter - Alien, Friendly and Soft",730,
eleven_v4,spa,Spanish,1,kcQkGnn0HAT2JRDQ4Ljp,"Norah - Warm, Friendly and Clear",730,
eleven_v4,spa,Spanish,2,CaJslL1xziwefCeTNzHv,Cristina Campos - Friendly and Soft,730,
eleven_v4,spa,Spanish,3,dlGxemPxFMTY7iXagmOj,"Fernando Martínez - Rapid, Persuasive",730,
eleven_v4,spa,Spanish,4,Nh2zY9kknu6z4pZy6FhD,David Martin - Confident and Balanced,730,
eleven_v4,spa,Spanish,5,sKgg4MPUDBy69X7iv3fA,"Alejandro Duràn - Warm, Deep and Hoarse",730, $0.20
eleven_v4,spa,Spanish,6,2rigMbVWLdqtBSCahJFX,"Tatiana Martin - Wise-speaking, calm",730,
eleven_v4,spa,Spanish,7,80lPKtzJMPh1vjYMUgwe,"Benjamin - Deep, Smooth and Rich",730,
eleven_v4,spa,Spanish,8,l1zE9xgNpUTaQCZzpNJa,"Alberto Rodríguez - Serious, Narrative",730,
eleven_v4,spa,Spanish,9,9F4C8ztpNUmXkdDDbz3J,"Dan - Upbeat, Dynamic and Friendly",730,
eleven_v4,spa,Spanish,10,qHkrJuifPpn95wK3rm2A,"Andrea - Polite, Cheerful and Calm",,
eleven_v4,swe,Swedish,1,x0u3EW21dbrORJzOq1m9,Adam Composer - Resonant and Smooth,365,
eleven_v4,swe,Swedish,2,6eknYWL7D5Z4nRkDy15t,Tommy Thunstroem - Warm and Informative,730,
eleven_v4,swe,Swedish,3,kkwvaJeTPw4KK0sBdyvD,Bengt - Calm and Soft,730,
eleven_v4,swe,Swedish,4,4Ct5uMEndw4cJ7q0Jx0l,Elin - Neutral and Clear,730,
eleven_v4,swe,Swedish,5,e6OiUVixGLmvtdn2GJYE,Jonas - Calm and Informative,730, $0.20
eleven_v4,swe,Swedish,6,Hyidyy6OA9R3GpDKGwoZ,Jonas - Deep and Soft,730, $0.20
eleven_v4,swe,Swedish,7,7UMEOkIJdI4hjmR2SWNq,"Ola Paulakoski - Deep, Soft and Engaging",730,
eleven_v4,swe,Swedish,8,4xkUqaR9MYOJHoaC1Nak,Sanna Hartfield - Direct and Natural,730,
eleven_v4,swe,Swedish,9,aSLKtNoVBZlxQEMsnGL2,Sanna Hartfield - Calm and Soothing,730,
eleven_v4,swe,Swedish,10,ZSHzpa6aUvhjzShiBmYw,Sanna Hartfield - Sassy and Natural,730,
eleven_v4,tam,Tamil,1,C2RGMrNBTZaNfddRPeRH,"Nila - Warm, Clear and Conversational",730,
eleven_v4,tam,Tamil,2,izSi63MW0URDnszWlZMX,Harini - Optimistic and Confident,730,
eleven_v4,tam,Tamil,3,ZhJ5LanYnCmLKQUXvsV7,Ramaa - Motivational and Confident,730,
eleven_v4,tam,Tamil,4,mGboHvCVOXWYeFL8KTR0,Yazhini - Friendly & Warm Customer Care,730,
eleven_v4,tam,Tamil,5,V9LCAAi4tTlqe9JadbCo,"Nila - Warm, Polite and Clear",730,
eleven_v4,tam,Tamil,6,gqFUMFHCD2nbbcYVtPGB,"Nila - Calm, Wise and Clear",730,
eleven_v4,tam,Tamil,7,gCr8TeSJgJaeaIoV4RWH,Meera - Friendly and Conversational,730,
eleven_v4,tam,Tamil,8,gJvkwI7wGFW2czmyfJhp,"Muthu - Narrative, Calm and Informal",730,
eleven_v4,tam,Tamil,9,pTM0m0egrCpo5i9b1gpo,"Maneesh - Soothing, Gentle and Clear",730,
eleven_v4,tam,Tamil,10,eh0hAHy3N3C9DE0uyHHD,"Srivi - Soothing, Clear and Poetic",730,
eleven_v4,tur,Turkish,1,xyqF3vGMQlPk3e7yA4DI,"Ahu - Cheerful, Encouraging and Inviting",730,
eleven_v4,tur,Turkish,2,PdYVUd1CAGSXsTvZZTNn,"Mia - Clear, Steady and Warm",730, $0.20
eleven_v4,tur,Turkish,3,7VqWGAWwo2HMrylfKrcm,"Fatih Yıldırım - Deep, Clear and Rich",,
eleven_v4,tur,Turkish,4,J17lijyP1BHYcM7ld0Rg,"Adam - Deep, Professional and Serious",730,
eleven_v4,tur,Turkish,5,KbaseEXyT9EE0CQLEfbB,Belma - Dynamic and Clear Narrator,730, $0.20
eleven_v4,tur,Turkish,6,EJGs6dWlD5VrB3llhBqB,Cicek - Joyful and Dynamic Storyteller,730, $0.20
eleven_v4,tur,Turkish,7,aEJD8mYP0nuof1XHShVY,"Gozde Arikan - Soft, Warm and Clear",30,
eleven_v4,tur,Turkish,8,IuRRIAcbQK5AQk1XevPj,Doga - Upbeat and Rich,730,
eleven_v4,tur,Turkish,9,NsFK0aDGLbVusA7tQfOB,Irem - Audiobook Narrator,730, $0.20
eleven_v4,tur,Turkish,10,oPC5I9GKjMReiaM29gjY,"Gökçe Deniz - Joyful, Friendly and Warm",730,
eleven_v4,ukr,Ukrainian,1,eLDtXX7z65CuLasDRxrP,"Leonid Drapei - Wise, Calm Teacher",730,
eleven_v4,ukr,Ukrainian,2,h9NSQvWZaC4NFusYsxT9,"Artem Klopotenko - Low, Rich and Deep",730,
eleven_v4,ukr,Ukrainian,3,Ntd0iVwICtUtA6Fvx27M,Evgeniy Shevchenko - Vibrant and Rich,730,
eleven_v4,ukr,Ukrainian,4,B31Kx7rXmNnYqp1QWHR2,Volodymyr - Light and Captivating,730,
eleven_v4,ukr,Ukrainian,5,GVRiwBELe0czFUAJj0nX,Anton - Friendly and Warm Storyteller,730,
eleven_v4,ukr,Ukrainian,6,TEyBWD5tAHAWqAGEv6yI,Yevhen - Resonant and Distinctive,730,
eleven_v4,ukr,Ukrainian,7,9Sj8ugvpK1DmcAXyvi3a,Alex Nekrasov - Confident and Clear,730,
eleven_v4,ukr,Ukrainian,8,0ZQZuw8Sn4cU0rN1Tm2K,Yaroslava - Loud and Hasty,730,
eleven_v4,ukr,Ukrainian,9,nCqaTnIbLdME87OuQaZY,Vira - Natural and Young Storyteller,730,
eleven_v4,ukr,Ukrainian,10,jn6ifzU1eO5tfUZ2ZJVg,Bogdan - Melodic and Calm,730,
eleven_v4,vie,Vietnamese,1,qByVAGjXwGlkcRDJoiHg,Kiều Linh,730,
eleven_v4,vie,Vietnamese,2,DvG3I1kDzdBY3u4EzYh6,Ngân Nguyễn - Inspirational Narrator,730,
eleven_v4,vie,Vietnamese,3,A5w1fw5x0uXded1LDvZp,Nhu - Calm and Confident,730,
eleven_v4,vie,Vietnamese,4,3VnrjnYrskPMDsapTr8X,"Tung Dang - Deep, Warm and Resonant",,
eleven_v4,vie,Vietnamese,5,UsgbMVmY3U59ijwK5mdh,"Trieu Duong - Deep, Calm and Resonant",730,
eleven_v4,vie,Vietnamese,6,ueSxRO0nLF1bj93J2hVt,"Trung Caha - Clear, Firm and Informative",,
eleven_v4,vie,Vietnamese,7,d5HVupAWCwe4e6GvMCAL,"Mai - Natural, Bright and Authentic",730,
eleven_v4,vie,Vietnamese,8,1d5Bb0SMBPB10Gx6iQeu,"Tung Dang - Warm, Calm and Gentle",,
eleven_v4,vie,Vietnamese,9,7hsfEc7irDn6E8br0qfw,"Hai Ly - Deep, Serious and Resonant",730,
eleven_v4,vie,Vietnamese,10,pGapy9MNHCukzJtjavF0,"Hạnh - Smooth, Clear and Feminine",730, $0.20
